MassFeature,FinalBMIS,Orig_RSD,FinalRSD,QC_area,runDate,type,SampID,replicate,Date,Adjusted_Area,Run.Cmpd,Column,Area,MassFeature_Column,Volume_filtered_L,umolCFiltered,Adjusted_Area_VolNormed,Adjusted_Area_CNormed,Rank,RankPercent
Sucrose,"Sucrose, 13C",0.3580389489576709,0.2500865284475179,NA,200821,Smp,50ppt-3C_A,A,200821,NA,200821_Smp_50ppt-3C_A Sucrose,HILICNeg,0,Sucrose_X_HILICNeg,0.44,25.87667432,NA,NA,27,0
Sulfanilic Acid,Inj_vol,0.9602447841647406,0.9602447841647406,NA,200821,Smp,50ppt-3C_A,A,200821,NA,200821_Smp_50ppt-3C_A Sulfanilic Acid,HILICNeg,0,Sulfanilic Acid_X_HILICNeg,0.44,25.87667432,NA,NA,27,0
Sulfoacetic Acid,"Sulfoacetic Acid, 13C2",0.5765593808043429,0.4699058561603427,NA,200821,Smp,50ppt-3C_A,A,200821,NA,200821_Smp_50ppt-3C_A Sulfoacetic Acid,HILICNeg,0,Sulfoacetic Acid_X_HILICNeg,0.44,25.87667432,NA,NA,27,0
Sulfolactic Acid,"Sulfolactic Acid, 13C3",0.49305038270825396,0.2497567368595043,NA,200821,Smp,50ppt-3C_A,A,200821,NA,200821_Smp_50ppt-3C_A Sulfolactic Acid,HILICNeg,0,Sulfolactic Acid_X_HILICNeg,0.44,25.87667432,NA,NA,27,0
Taurine,"Taurine, D4",0.23255477819148523,0.048954682170216285,247934960,200821,Smp,50ppt-3C_A,A,200821,296882782.1982335,200821_Smp_50ppt-3C_A Taurine,HILICNeg,247934960,Taurine_X_HILICNeg,0.44,25.87667432,674733595.9050761,11472988.318625385,3,0.8888888888888888
Threonic acid,"Sulfoacetic Acid, 13C2",0.1538822673584836,0.0779864203147052,123468128,200821,Smp,50ppt-3C_A,A,200821,147105190.80501568,200821_Smp_50ppt-3C_A Threonic acid,HILICNeg,123468128,Threonic acid_X_HILICNeg,0.44,25.87667432,334329979.1023084,5684856.909580477,4,0.8518518518518519
Thymidine,Inj_vol,0.2233621742702881,0.2233621742702881,NA,200821,Smp,50ppt-3C_A,A,200821,NA,200821_Smp_50ppt-3C_A Thymidine,HILICNeg,0,Thymidine_X_HILICNeg,0.44,25.87667432,NA,NA,27,0
Thymine,"Thymine, D4",0.2265575168312622,0.17647587285302796,NA,200821,Smp,50ppt-3C_A,A,200821,NA,200821_Smp_50ppt-3C_A Thymine,HILICNeg,0,Thymine_X_HILICNeg,0.44,25.87667432,NA,NA,27,0
Trehalose,"Trehalose, 13C",0.5090843612026432,0.43884343377538576,NA,200821,Smp,50ppt-3C_A,A,200821,NA,200821_Smp_50ppt-3C_A Trehalose,HILICNeg,0,Trehalose_X_HILICNeg,0.44,25.87667432,NA,NA,27,0
UDP-glucosamine,Inj_vol,0.0960296275181727,0.0960296275181727,620140,200821,Smp,50ppt-3C_A,A,200821,620140,200821_Smp_50ppt-3C_A UDP-glucosamine,HILICNeg,620140,UDP-glucosamine_X_HILICNeg,0.44,25.87667432,1409409.0909090908,23965.21254358779,17,0.37037037037037035
UDP-glucose,"DL-Alanine, D3",0.1587040859341653,0.0780992128825108,552927,200821,Smp,50ppt-3C_A,A,200821,601005.8638856879,200821_Smp_50ppt-3C_A UDP-glucose,HILICNeg,552927,UDP-glucose_X_HILICNeg,0.44,25.87667432,1365922.4179220179,23225.776869679594,19,0.2962962962962963
Uracil,Inj_vol,0.21039787382646818,0.21039787382646818,NA,200821,Smp,50ppt-3C_A,A,200821,NA,200821_Smp_50ppt-3C_A Uracil,HILICNeg,0,Uracil_X_HILICNeg,0.44,25.87667432,NA,NA,27,0
Uridine,"Adenine, 15N2",0.1366854383297951,0.10450491159184168,8818568,200821,Smp,50ppt-3C_A,A,200821,8313912.323182181,200821_Smp_50ppt-3C_A Uridine,HILICNeg,8818568,Uridine_X_HILICNeg,0.44,25.87667432,18895255.279959504,321289.83115718176,8,0.7037037037037037
3-Sulfopyruvic Acid,Inj_vol,1.1573950180010149,1.1573950180010149,NA,200821,Smp,50ppt-3C_B,B,200821,NA,200821_Smp_50ppt-3C_B 3-Sulfopyruvic Acid,HILICNeg,0,3-Sulfopyruvic Acid_X_HILICNeg,0.58,35.99248868,NA,NA,31,0
Acetylglutamic acid,"Trehalose, 13C",0.17982587779856896,0.12965650874519624,NA,200821,Smp,50ppt-3C_B,B,200821,NA,200821_Smp_50ppt-3C_B Acetylglutamic acid,HILICNeg,0,Acetylglutamic acid_X_HILICNeg,0.58,35.99248868,NA,NA,31,0
Acetylglycine,Inj_vol,0.7919074551041827,0.7919074551041827,NA,200821,Smp,50ppt-3C_B,B,200821,NA,200821_Smp_50ppt-3C_B Acetylglycine,HILICNeg,0,Acetylglycine_X_HILICNeg,0.58,35.99248868,NA,NA,31,0
Aconitic Acid,"Sulfolactic Acid, 13C3",0.5627339547455327,0.3084740910341934,874069,200821,Smp,50ppt-3C_B,B,200821,869939.8411728658,200821_Smp_50ppt-3C_B Aconitic Acid,HILICNeg,874069,Aconitic Acid_X_HILICNeg,0.58,35.99248868,1499896.2778842514,24170.038612980563,19,0.3870967741935484
ADP,Inj_vol,0.963724412083022,0.963724412083022,1469379,200821,Smp,50ppt-3C_B,B,200821,1469379,200821_Smp_50ppt-3C_B ADP,HILICNeg,1469379,ADP_X_HILICNeg,0.58,35.99248868,2533412.0689655175,40824.601295672335,16,0.4838709677419355
Allopurinol,Inj_vol,0.7965902290302221,0.7965902290302221,NA,200821,Smp,50ppt-3C_B,B,200821,NA,200821_Smp_50ppt-3C_B Allopurinol,HILICNeg,0,Allopurinol_X_HILICNeg,0.58,35.99248868,NA,NA,31,0
Amino Propanesulfonic Acid,Inj_vol,1.3424833968783056,1.3424833968783056,NA,200821,Smp,50ppt-3C_B,B,200821,NA,200821_Smp_50ppt-3C_B Amino Propanesulfonic Acid,HILICNeg,0,Amino Propanesulfonic Acid_X_HILICNeg,0.58,35.99248868,NA,NA,31,0
AMP,"Thymine, D4",0.10965886800781054,0.04308022982056259,6082405,200821,Smp,50ppt-3C_B,B,200821,5972724.883587434,200821_Smp_50ppt-3C_B AMP,HILICNeg,6082405,AMP_X_HILICNeg,0.58,35.99248868,10297801.523426611,165943.6483175532,13,0.5806451612903225
ATP,Inj_vol,2.1083447391247536,2.1083447391247536,NA,200821,Smp,50ppt-3C_B,B,200821,NA,200821_Smp_50ppt-3C_B ATP,HILICNeg,0,ATP_X_HILICNeg,0.58,35.99248868,NA,NA,31,0
Butyrylglycine,Inj_vol,0.4060836667444098,0.4060836667444098,NA,200821,Smp,50ppt-3C_B,B,200821,NA,200821_Smp_50ppt-3C_B Butyrylglycine,HILICNeg,0,Butyrylglycine_X_HILICNeg,0.58,35.99248868,NA,NA,31,0
cAMP,Inj_vol,0.25694065867544236,0.25694065867544236,NA,200821,Smp,50ppt-3C_B,B,200821,NA,200821_Smp_50ppt-3C_B cAMP,HILICNeg,0,cAMP_X_HILICNeg,0.58,35.99248868,NA,NA,31,0
cGMP,Inj_vol,0.49179981505162806,0.49179981505162806,NA,200821,Smp,50ppt-3C_B,B,200821,NA,200821_Smp_50ppt-3C_B cGMP,HILICNeg,0,cGMP_X_HILICNeg,0.58,35.99248868,NA,NA,31,0
Citric Acid,"Sulfolactic Acid, 13C3",0.9475330098768916,0.6731408106737015,80211760,200821,Smp,50ppt-3C_B,B,200821,79832834.426797,200821_Smp_50ppt-3C_B Citric Acid,HILICNeg,80211760,Citric Acid_X_HILICNeg,0.58,35.99248868,137642817.9772362,2218041.5235125944,5,0.8387096774193549
Cyclic diGMP,Inj_vol,2.297020791694121,2.297020791694121,NA,200821,Smp,50ppt-3C_B,B,200821,NA,200821_Smp_50ppt-3C_B Cyclic diGMP,HILICNeg,0,Cyclic diGMP_X_HILICNeg,0.58,35.99248868,NA,NA,31,0
Cysteic Acid,"L-Cysteic Acid, D3",0.16632793844038476,0.03566107521744798,891602,200821,Smp,50ppt-3C_B,B,200821,761389.5889887321,200821_Smp_50ppt-3C_B Cysteic Acid,HILICNeg,891602,Cysteic Acid_X_HILICNeg,0.58,35.99248868,1312740.6706702278,21154.124566324153,18,0.4193548387096774
Cysteinesulfinic acid,Inj_vol,0.33964880779436407,0.33964880779436407,312040,200821,Smp,50ppt-3C_B,B,200821,312040,200821_Smp_50ppt-3C_B Cysteinesulfinic acid,HILICNeg,312040,Cysteinesulfinic acid_X_HILICNeg,0.58,35.99248868,538000,8669.58666777026,27,0.12903225806451613
DHAP,Inj_vol,0.2407263613139946,0.2407263613139946,222683,200821,Smp,50ppt-3C_B,B,200821,222683,200821_Smp_50ppt-3C_B DHAP,HILICNeg,222683,DHAP_X_HILICNeg,0.58,35.99248868,383936.20689655177,6186.929778038344,28,0.09677419354838712
DHPS,"Betaine, 13C5-15N",0.13557766785618902,0.06431628512234827,622654592,200821,Smp,50ppt-3C_B,B,200821,595260490.4571619,200821_Smp_50ppt-3C_B DHPS,HILICNeg,622654592,DHPS_X_HILICNeg,0.58,35.99248868,1026311190.4433826,16538464.337641958,2,0.935483870967742
Ethanesulfonic Acid,Inj_vol,1.5654138651725993,1.5654138651725993,NA,200821,Smp,50ppt-3C_B,B,200821,NA,200821_Smp_50ppt-3C_B Ethanesulfonic Acid,HILICNeg,0,Ethanesulfonic Acid_X_HILICNeg,0.58,35.99248868,NA,NA,31,0
Ethyl Dihydroxybenzoate,Inj_vol,0.7615976226356381,0.7615976226356381,NA,200821,Smp,50ppt-3C_B,B,200821,NA,200821_Smp_50ppt-3C_B Ethyl Dihydroxybenzoate,HILICNeg,0,Ethyl Dihydroxybenzoate_X_HILICNeg,0.58,35.99248868,NA,NA,31,0
FAD,Inj_vol,0.398898307733198,0.398898307733198,61457,200821,Smp,50ppt-3C_B,B,200821,61457,200821_Smp_50ppt-3C_B FAD,HILICNeg,61457,FAD_X_HILICNeg,0.58,35.99248868,105960.34482758622,1707.4951539583285,30,0.032258064516129004
Fructose 6 phosphate,Inj_vol,0.0991889157843483,0.0991889157843483,6998338,200821,Smp,50ppt-3C_B,B,200821,6998338,200821_Smp_50ppt-3C_B Fructose 6 phosphate,HILICNeg,6998338,Fructose 6 phosphate_X_HILICNeg,0.58,35.99248868,12066100,194438.84701112032,10,0.6774193548387097
Fumaric Acid,"DL-Alanine, D3",0.2811697876195837,0.15230480472183278,NA,200821,Smp,50ppt-3C_B,B,200821,NA,200821_Smp_50ppt-3C_B Fumaric Acid,HILICNeg,0,Fumaric Acid_X_HILICNeg,0.58,35.99248868,NA,NA,31,0
Gluconic Acid,"DL-Histidine, 15N",0.15773586763502784,0.05708996382828478,12722484,200821,Smp,50ppt-3C_B,B,200821,13325521.37133198,200821_Smp_50ppt-3C_B Gluconic Acid,HILICNeg,12722484,Gluconic Acid_X_HILICNeg,0.58,35.99248868,22975036.847124107,370230.61922185426,8,0.7419354838709677
Glucose 1 phosphate,Inj_vol,0.08373072041699987,0.08373072041699987,6769380,200821,Smp,50ppt-3C_B,B,200821,6769380,200821_Smp_50ppt-3C_B Glucose 1 phosphate,HILICNeg,6769380,Glucose 1 phosphate_X_HILICNeg,0.58,35.99248868,11671344.827586208,188077.5753014698,12,0.6129032258064516
Glucose 6 phosphate,"DL-Proline, D7",0.12926123043178603,0.0827422007504108,6794099,200821,Smp,50ppt-3C_B,B,200821,10312508.516560322,200821_Smp_50ppt-3C_B Glucose 6 phosphate,HILICNeg,6794099,Glucose 6 phosphate_X_HILICNeg,0.58,35.99248868,17780187.097517796,286518.3513217492,11,0.6451612903225806
glycerol 3 phosphate,"DL-Proline, D7",0.103023834019364,0.06767294525538423,40762040,200821,Smp,50ppt-3C_B,B,200821,61871174.47837785,200821_Smp_50ppt-3C_B glycerol 3 phosphate,HILICNeg,40762040,glycerol 3 phosphate_X_HILICNeg,0.58,35.99248868,106674438.75582388,1719002.401541572,6,0.8064516129032258
GMP,Inj_vol,0.08082365780735079,0.08082365780735079,1251214,200821,Smp,50ppt-3C_B,B,200821,1251214,200821_Smp_50ppt-3C_B GMP,HILICNeg,1251214,GMP_X_HILICNeg,0.58,35.99248868,2157265.5172413792,34763.19770839475,17,0.4516129032258065
Imidazoleacrylic Acid,Inj_vol,0.8898704421046899,0.8898704421046899,NA,200821,Smp,50ppt-3C_B,B,200821,NA,200821_Smp_50ppt-3C_B Imidazoleacrylic Acid,HILICNeg,0,Imidazoleacrylic Acid_X_HILICNeg,0.58,35.99248868,NA,NA,31,0
Indole 3 carbinol,Inj_vol,2.121288317478402,2.121288317478402,NA,200821,Smp,50ppt-3C_B,B,200821,NA,200821_Smp_50ppt-3C_B Indole 3 carbinol,HILICNeg,0,Indole 3 carbinol_X_HILICNeg,0.58,35.99248868,NA,NA,31,0
Inosine,Inj_vol,0.09659879113344373,0.09659879113344373,16294805,200821,Smp,50ppt-3C_B,B,200821,16294805,200821_Smp_50ppt-3C_B Inosine,HILICNeg,16294805,Inosine_X_HILICNeg,0.58,35.99248868,28094491.379310347,452727.9328993596,7,0.7741935483870968
Isethionic Acid,"Isethionic Acid, 13C2",0.18373888180361925,0.02398815198131435,1325801728,200821,Smp,50ppt-3C_B,B,200821,1634772517.6316667,200821_Smp_50ppt-3C_B Isethionic Acid,HILICNeg,1325801728,Isethionic Acid_X_HILICNeg,0.58,35.99248868,2818573306.2614946,45419824.45743084,1,0.967741935483871
Keto-?-(methylthio)butyric acid,"Sulfolactic Acid, 13C3",1.1196642443709868,0.8229990049568455,NA,200821,Smp,50ppt-3C_B,B,200821,NA,200821_Smp_50ppt-3C_B Keto-?-(methylthio)butyric acid,HILICNeg,0,Keto-?-(methylthio)butyric acid_X_HILICNeg,0.58,35.99248868,NA,NA,31,0
Ketoglutaric Acid,"DL-Alanine, D3",0.2112012837444082,0.079547601486036,4729316,200821,Smp,50ppt-3C_B,B,200821,4850553.258831691,200821_Smp_50ppt-3C_B Ketoglutaric Acid,HILICNeg,4729316,Ketoglutaric Acid_X_HILICNeg,0.58,35.99248868,8363022.86005464,134765.70908882454,14,0.5483870967741935
L-Pyroglutamic acid,"Isethionic Acid, 13C2",0.17795343825236426,0.07031375290579395,NA,200821,Smp,50ppt-3C_B,B,200821,NA,200821_Smp_50ppt-3C_B L-Pyroglutamic acid,HILICNeg,0,L-Pyroglutamic acid_X_HILICNeg,0.58,35.99248868,NA,NA,31,0
Lipoic Acid,Inj_vol,1.8426717035265943,1.8426717035265943,NA,200821,Smp,50ppt-3C_B,B,200821,NA,200821_Smp_50ppt-3C_B Lipoic Acid,HILICNeg,0,Lipoic Acid_X_HILICNeg,0.58,35.99248868,NA,NA,31,0
Malic Acid,"Sulfolactic Acid, 13C3",0.3466748506155491,0.19261218345062295,NA,200821,Smp,50ppt-3C_B,B,200821,NA,200821_Smp_50ppt-3C_B Malic Acid,HILICNeg,0,Malic Acid_X_HILICNeg,0.58,35.99248868,NA,NA,31,0
N-acetyltaurine,"Thymine, D4",0.1553773757985939,0.09111728988418712,2175045,200821,Smp,50ppt-3C_B,B,200821,2135823.8056200515,200821_Smp_50ppt-3C_B N-acetyltaurine,HILICNeg,2175045,N-acetyltaurine_X_HILICNeg,0.58,35.99248868,3682454.837275951,59340.82037530425,15,0.5161290322580645
NAD,Inj_vol,1.6438099102130757,1.6438099102130757,172035,200821,Smp,50ppt-3C_B,B,200821,172035,200821_Smp_50ppt-3C_B NAD,HILICNeg,172035,NAD_X_HILICNeg,0.58,35.99248868,296612.0689655173,4779.747283649072,29,0.06451612903225812
NADP,Inj_vol,3.162277660168379,3.162277660168379,NA,200821,Smp,50ppt-3C_B,B,200821,NA,200821_Smp_50ppt-3C_B NADP,HILICNeg,0,NADP_X_HILICNeg,0.58,35.99248868,NA,NA,31,0
Orotic Acid,"DL-Alanine, D3",0.1650742450907183,0.08565897219845155,439617,200821,Smp,50ppt-3C_B,B,200821,450886.69735492644,200821_Smp_50ppt-3C_B Orotic Acid,HILICNeg,439617,Orotic Acid_X_HILICNeg,0.58,35.99248868,777390.8575084939,12527.244263758603,25,0.19354838709677424
Oxalic Acid,"Sulfolactic Acid, 13C3",0.3746637685236988,0.24710255393386615,NA,200821,Smp,50ppt-3C_B,B,200821,NA,200821_Smp_50ppt-3C_B Oxalic Acid,HILICNeg,0,Oxalic Acid_X_HILICNeg,0.58,35.99248868,NA,NA,31,0
PEP,"Sulfolactic Acid, 13C3",0.835086800107912,0.66707878571269,423848,200821,Smp,50ppt-3C_B,B,200821,421845.7144704101,200821_Smp_50ppt-3C_B PEP,HILICNeg,423848,PEP_X_HILICNeg,0.58,35.99248868,727320.197362776,11720.381944714418,26,0.16129032258064513
Phosphoglyceric Acid,Inj_vol,0.5153476265288702,0.5153476265288702,606868,200821,Smp,50ppt-3C_B,B,200821,606868,200821_Smp_50ppt-3C_B Phosphoglyceric Acid,HILICNeg,606868,Phosphoglyceric Acid_X_HILICNeg,0.58,35.99248868,1046324.1379310346,16860.962446790163,22,0.29032258064516125
Propanesulfonate,Inj_vol,0.7820320832848112,0.7820320832848112,NA,200821,Smp,50ppt-3C_B,B,200821,NA,200821_Smp_50ppt-3C_B Propanesulfonate,HILICNeg,0,Propanesulfonate_X_HILICNeg,0.58,35.99248868,NA,NA,31,0
Propionylglycine,Inj_vol,0.28628528858975055,0.28628528858975055,NA,200821,Smp,50ppt-3C_B,B,200821,NA,200821_Smp_50ppt-3C_B Propionylglycine,HILICNeg,0,Propionylglycine_X_HILICNeg,0.58,35.99248868,NA,NA,31,0
Resorcylic Acid,Inj_vol,0.5016368211370871,0.5016368211370871,NA,200821,Smp,50ppt-3C_B,B,200821,NA,200821_Smp_50ppt-3C_B Resorcylic Acid,HILICNeg,0,Resorcylic Acid_X_HILICNeg,0.58,35.99248868,NA,NA,31,0
Ribose 5 phosphate,Inj_vol,0.08129193046840115,0.08129193046840115,804193,200821,Smp,50ppt-3C_B,B,200821,804193,200821_Smp_50ppt-3C_B Ribose 5 phosphate,HILICNeg,804193,Ribose 5 phosphate_X_HILICNeg,0.58,35.99248868,1386539.655172414,22343.356336092067,21,0.32258064516129037
Salicylic Acid,Inj_vol,0.13014365324649388,0.13014365324649388,NA,200821,Smp,50ppt-3C_B,B,200821,NA,200821_Smp_50ppt-3C_B Salicylic Acid,HILICNeg,0,Salicylic Acid_X_HILICNeg,0.58,35.99248868,NA,NA,31,0
Shikimic Acid,Inj_vol,0.43717155719574846,0.43717155719574846,NA,200821,Smp,50ppt-3C_B,B,200821,NA,200821_Smp_50ppt-3C_B Shikimic Acid,HILICNeg,0,Shikimic Acid_X_HILICNeg,0.58,35.99248868,NA,NA,31,0
Succinic Acid,"Succinic Acid, D4",0.08079824475354795,0.048438073554904856,NA,200821,Smp,50ppt-3C_B,B,200821,NA,200821_Smp_50ppt-3C_B Succinic Acid,HILICNeg,0,Succinic Acid_X_HILICNeg,0.58,35.99248868,NA,NA,31,0
Succinic semialdehyde,Inj_vol,0.29910705154094536,0.29910705154094536,NA,200821,Smp,50ppt-3C_B,B,200821,NA,200821_Smp_50ppt-3C_B Succinic semialdehyde,HILICNeg,0,Succinic semialdehyde_X_HILICNeg,0.58,35.99248868,NA,NA,31,0
Sucrose,"Sucrose, 13C",0.3580389489576709,0.2500865284475179,NA,200821,Smp,50ppt-3C_B,B,200821,NA,200821_Smp_50ppt-3C_B Sucrose,HILICNeg,0,Sucrose_X_HILICNeg,0.58,35.99248868,NA,NA,31,0
Sulfanilic Acid,Inj_vol,0.9602447841647406,0.9602447841647406,NA,200821,Smp,50ppt-3C_B,B,200821,NA,200821_Smp_50ppt-3C_B Sulfanilic Acid,HILICNeg,0,Sulfanilic Acid_X_HILICNeg,0.58,35.99248868,NA,NA,31,0
Sulfoacetic Acid,"Sulfoacetic Acid, 13C2",0.5765593808043429,0.4699058561603427,NA,200821,Smp,50ppt-3C_B,B,200821,NA,200821_Smp_50ppt-3C_B Sulfoacetic Acid,HILICNeg,0,Sulfoacetic Acid_X_HILICNeg,0.58,35.99248868,NA,NA,31,0
Sulfolactic Acid,"Sulfolactic Acid, 13C3",0.49305038270825396,0.2497567368595043,593790,200821,Smp,50ppt-3C_B,B,200821,590984.897405166,200821_Smp_50ppt-3C_B Sulfolactic Acid,HILICNeg,593790,Sulfolactic Acid_X_HILICNeg,0.58,35.99248868,1018939.478284769,16419.673078443153,23,0.25806451612903225
Taurine,"Taurine, D4",0.23255477819148523,0.048954682170216285,277779456,200821,Smp,50ppt-3C_B,B,200821,362225024.232143,200821_Smp_50ppt-3C_B Taurine,HILICNeg,277779456,Taurine_X_HILICNeg,0.58,35.99248868,624525903.8485224,10063906.040301712,3,0.9032258064516129
Threonic acid,"Sulfoacetic Acid, 13C2",0.1538822673584836,0.0779864203147052,155061728,200821,Smp,50ppt-3C_B,B,200821,203856861.97885704,200821_Smp_50ppt-3C_B Threonic acid,HILICNeg,155061728,Threonic acid_X_HILICNeg,0.58,35.99248868,351477348.23940873,5663872.364906361,4,0.8709677419354839
Thymidine,Inj_vol,0.2233621742702881,0.2233621742702881,NA,200821,Smp,50ppt-3C_B,B,200821,NA,200821_Smp_50ppt-3C_B Thymidine,HILICNeg,0,Thymidine_X_HILICNeg,0.58,35.99248868,NA,NA,31,0
Thymine,"Thymine, D4",0.2265575168312622,0.17647587285302796,NA,200821,Smp,50ppt-3C_B,B,200821,NA,200821_Smp_50ppt-3C_B Thymine,HILICNeg,0,Thymine_X_HILICNeg,0.58,35.99248868,NA,NA,31,0
Trehalose,"Trehalose, 13C",0.5090843612026432,0.43884343377538576,NA,200821,Smp,50ppt-3C_B,B,200821,NA,200821_Smp_50ppt-3C_B Trehalose,HILICNeg,0,Trehalose_X_HILICNeg,0.58,35.99248868,NA,NA,31,0
UDP-glucosamine,Inj_vol,0.0960296275181727,0.0960296275181727,804548,200821,Smp,50ppt-3C_B,B,200821,804548,200821_Smp_50ppt-3C_B UDP-glucosamine,HILICNeg,804548,UDP-glucosamine_X_HILICNeg,0.58,35.99248868,1387151.7241379311,22353.21950513148,20,0.3548387096774194
UDP-glucose,"DL-Alanine, D3",0.1587040859341653,0.0780992128825108,544885,200821,Smp,50ppt-3C_B,B,200821,558853.2702062002,200821_Smp_50ppt-3C_B UDP-glucose,HILICNeg,544885,UDP-glucose_X_HILICNeg,0.58,35.99248868,963540.1210451728,15526.941612035263,24,0.22580645161290325
Uracil,Inj_vol,0.21039787382646818,0.21039787382646818,NA,200821,Smp,50ppt-3C_B,B,200821,NA,200821_Smp_50ppt-3C_B Uracil,HILICNeg,0,Uracil_X_HILICNeg,0.58,35.99248868,NA,NA,31,0
Uridine,"Adenine, 15N2",0.1366854383297951,0.10450491159184168,9575030,200821,Smp,50ppt-3C_B,B,200821,8376193.243470894,200821_Smp_50ppt-3C_B Uridine,HILICNeg,9575030,Uridine_X_HILICNeg,0.58,35.99248868,14441712.488742922,232720.59117504998,9,0.7096774193548387
3-Sulfopyruvic Acid,Inj_vol,1.1573950180010149,1.1573950180010149,NA,200821,Smp,50ppt-3C_C,C,200821,NA,200821_Smp_50ppt-3C_C 3-Sulfopyruvic Acid,HILICNeg,0,3-Sulfopyruvic Acid_X_HILICNeg,0.5,31.7832986,NA,NA,31,0
Acetylglutamic acid,"Trehalose, 13C",0.17982587779856896,0.12965650874519624,7026446,200821,Smp,50ppt-3C_C,C,200821,6126081.57915481,200821_Smp_50ppt-3C_C Acetylglutamic acid,HILICNeg,7026446,Acetylglutamic acid_X_HILICNeg,0.5,31.7832986,12252163.15830962,192745.30489276562,14,0.5483870967741935
Acetylglycine,Inj_vol,0.7919074551041827,0.7919074551041827,1687926,200821,Smp,50ppt-3C_C,C,200821,1687926,200821_Smp_50ppt-3C_C Acetylglycine,HILICNeg,1687926,Acetylglycine_X_HILICNeg,0.5,31.7832986,3375852,53107.325996679276,17,0.4516129032258065
Aconitic Acid,"Sulfolactic Acid, 13C3",0.5627339547455327,0.3084740910341934,714478,200821,Smp,50ppt-3C_C,C,200821,1151592.5917690452,200821_Smp_50ppt-3C_C Aconitic Acid,HILICNeg,714478,Aconitic Acid_X_HILICNeg,0.5,31.7832986,2303185.1835380904,36232.63293914513,22,0.29032258064516125
ADP,Inj_vol,0.963724412083022,0.963724412083022,617820,200821,Smp,50ppt-3C_C,C,200821,617820,200821_Smp_50ppt-3C_C ADP,HILICNeg,617820,ADP_X_HILICNeg,0.5,31.7832986,1235640,19438.51101722966,25,0.19354838709677424
Allopurinol,Inj_vol,0.7965902290302221,0.7965902290302221,NA,200821,Smp,50ppt-3C_C,C,200821,NA,200821_Smp_50ppt-3C_C Allopurinol,HILICNeg,0,Allopurinol_X_HILICNeg,0.5,31.7832986,NA,NA,31,0
Amino Propanesulfonic Acid,Inj_vol,1.3424833968783056,1.3424833968783056,NA,200821,Smp,50ppt-3C_C,C,200821,NA,200821_Smp_50ppt-3C_C Amino Propanesulfonic Acid,HILICNeg,0,Amino Propanesulfonic Acid_X_HILICNeg,0.5,31.7832986,NA,NA,31,0
AMP,"Thymine, D4",0.10965886800781054,0.04308022982056259,6604555,200821,Smp,50ppt-3C_C,C,200821,8429120.284421591,200821_Smp_50ppt-3C_C AMP,HILICNeg,6604555,AMP_X_HILICNeg,0.5,31.7832986,16858240.568843182,265205.96211563743,15,0.5161290322580645
ATP,Inj_vol,2.1083447391247536,2.1083447391247536,NA,200821,Smp,50ppt-3C_C,C,200821,NA,200821_Smp_50ppt-3C_C ATP,HILICNeg,0,ATP_X_HILICNeg,0.5,31.7832986,NA,NA,31,0
Butyrylglycine,Inj_vol,0.4060836667444098,0.4060836667444098,NA,200821,Smp,50ppt-3C_C,C,200821,NA,200821_Smp_50ppt-3C_C Butyrylglycine,HILICNeg,0,Butyrylglycine_X_HILICNeg,0.5,31.7832986,NA,NA,31,0
cAMP,Inj_vol,0.25694065867544236,0.25694065867544236,NA,200821,Smp,50ppt-3C_C,C,200821,NA,200821_Smp_50ppt-3C_C cAMP,HILICNeg,0,cAMP_X_HILICNeg,0.5,31.7832986,NA,NA,31,0
cGMP,Inj_vol,0.49179981505162806,0.49179981505162806,NA,200821,Smp,50ppt-3C_C,C,200821,NA,200821_Smp_50ppt-3C_C cGMP,HILICNeg,0,cGMP_X_HILICNeg,0.5,31.7832986,NA,NA,31,0
Citric Acid,"Sulfolactic Acid, 13C3",0.9475330098768916,0.6731408106737015,NA,200821,Smp,50ppt-3C_C,C,200821,NA,200821_Smp_50ppt-3C_C Citric Acid,HILICNeg,0,Citric Acid_X_HILICNeg,0.5,31.7832986,NA,NA,31,0
Cyclic diGMP,Inj_vol,2.297020791694121,2.297020791694121,NA,200821,Smp,50ppt-3C_C,C,200821,NA,200821_Smp_50ppt-3C_C Cyclic diGMP,HILICNeg,0,Cyclic diGMP_X_HILICNeg,0.5,31.7832986,NA,NA,31,0
Cysteic Acid,"L-Cysteic Acid, D3",0.16632793844038476,0.03566107521744798,674015,200821,Smp,50ppt-3C_C,C,200821,864711.7310013236,200821_Smp_50ppt-3C_C Cysteic Acid,HILICNeg,674015,Cysteic Acid_X_HILICNeg,0.5,31.7832986,1729423.462002647,27206.481677182608,23,0.25806451612903225
Cysteinesulfinic acid,Inj_vol,0.33964880779436407,0.33964880779436407,139356,200821,Smp,50ppt-3C_C,C,200821,139356,200821_Smp_50ppt-3C_C Cysteinesulfinic acid,HILICNeg,139356,Cysteinesulfinic acid_X_HILICNeg,0.5,31.7832986,278712,4384.566931010741,29,0.06451612903225812
DHAP,Inj_vol,0.2407263613139946,0.2407263613139946,251801,200821,Smp,50ppt-3C_C,C,200821,251801,200821_Smp_50ppt-3C_C DHAP,HILICNeg,251801,DHAP_X_HILICNeg,0.5,31.7832986,503602,7922.431311141507,27,0.12903225806451613
